,Unnamed: 0,0,1,2,Venue,Opened,Info,Also known as,Closed,Open,address_freq,inconsistent,venue_freq,address_prompt,location,point,latitude,longitude,altitude,address_prompt2,location2,point2,latitude2,longitude2,altitude2,is_problem,Lat,Long,Side of River
259,259,80 Lygon St,Brunswick East VIC 3057,Australia,"Bridge Hotel, Melbourne, Australia",,,"The B East, ",,,2,TRUE,15,80 Lygon St Brunswick East VIC 3057 Australia,"The B.East, 80, Lygon Street, Brunswick East, Melbourne, City of Merri-bek, Victoria, 3057, Australia","(-37.7763121, 144.9711859, 0.0)",-37.7763121,144.9711859,0,"Bridge Hotel, Melbourne, Australia","Bridge Hotel, 197, Watton Street, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia","(-37.9043196, 144.65648, 0.0)",-37.9043196,144.65648,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
77,77,,,,"The Commercial Hotel, Melbourne, Australia",,,,,,,,58,"The Commercial Hotel, Melbourne, Australia","The Commercial Hotel, 111, Watton Street, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia","(-37.9021764, 144.6601856, 0.0)",-37.9021764,144.6601856,0,"The Commercial Hotel, Melbourne, Australia","The Commercial Hotel, 111, Watton Street, Werribee, Melbourne, City of Wyndham, Victoria, 3030, Australia","(-37.9021764, 144.6601856, 0.0)",-37.9021764,144.6601856,0,Same match for venue and address.,,,
73,73,Main Dr,Werribee South VIC 3030,Australia,"Werribee Park, Melbourne, Australia",,,Werribee Mansion,,,1,,35,Main Dr Werribee South VIC 3030 Australia,"Main Drive, Werribee South, Melbourne, City of Wyndham, Victoria, 3030, Australia","(-37.9211348, 144.6769283, 0.0)",-37.9211348,144.6769283,0,"Werribee Park, Melbourne, Australia","Werribee Park, Werribee South, Melbourne, City of Wyndham, Victoria, Australia","(-37.92754325, 144.6712824060007, 0.0)",-37.92754325,144.6712824,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
36,36,71A Acland St,St Kilda VIC 3182,Australia,"The Vineyard, Melbourne, Australia",,,,,,1,,14,71A Acland St St Kilda VIC 3182 Australia,"Acland Street, St Kilda, Melbourne, City of Port Phillip, Victoria, 3182, Australia","(-37.867018, 144.9782333, 0.0)",-37.867018,144.9782333,0,"The Vineyard, Melbourne, Australia","The Vineyard, Fingal, Melbourne, Shire of Mornington Peninsula, Victoria, 3941, Australia","(-38.4087953, 144.8577441, 0.0)",-38.4087953,144.8577441,0,Address match and venue match found but they conflict. Choose the most accurate.,,,South
135,135,,,,"The Substation, Melbourne, Australia",,,,,,,,10,"The Substation, Melbourne, Australia","The Substation, 1, Market Street, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia","(-37.8442106, 144.8829759490136, 0.0)",-37.8442106,144.8829759,0,"The Substation, Melbourne, Australia","The Substation, 1, Market Street, Newport, Melbourne, City of Hobsons Bay, Victoria, 3015, Australia","(-37.8442106, 144.8829759490136, 0.0)",-37.8442106,144.8829759,0,Same match for venue and address.,,,
101,101,135 Stephen St,Yarraville VIC 3013,Australia,"Yarraville Club, Melbourne, Australia",,,Yarraville Live,,,1,,17,135 Stephen St Yarraville VIC 3013 Australia,"Stephen Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia","(-37.8185301, 144.8939457, 0.0)",-37.8185301,144.8939457,0,"Yarraville Club, Melbourne, Australia","Yarraville Club, 129, Stephen Street, Yarraville, Melbourne, City of Maribyrnong, Victoria, 3013, Australia","(-37.81775145, 144.89442343709425, 0.0)",-37.81775145,144.8944234,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
164,164,,,,"Phoenix Youth Centre, Melbourne, Australia",,,,,,,,36,"Phoenix Youth Centre, Melbourne, Australia","Phoenix Youth Centre, 72, Buckley Street, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia","(-37.80331765, 144.89540951645057, 0.0)",-37.80331765,144.8954095,0,"Phoenix Youth Centre, Melbourne, Australia","Phoenix Youth Centre, 72, Buckley Street, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia","(-37.80331765, 144.89540951645057, 0.0)",-37.80331765,144.8954095,0,Same match for venue and address.,,,
117,117,,,,"Footscray Community Arts Centre, Melbourne, Australia",,,,,,,,15,"Footscray Community Arts Centre, Melbourne, Australia","Footscray Community Arts Centre, 45, Moreland Street, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia","(-37.8033391, 144.9073334, 0.0)",-37.8033391,144.9073334,0,"Footscray Community Arts Centre, Melbourne, Australia","Footscray Community Arts Centre, 45, Moreland Street, Footscray, Melbourne, City of Maribyrnong, Victoria, 3011, Australia","(-37.8033391, 144.9073334, 0.0)",-37.8033391,144.9073334,0,Same match for venue and address.,,,
105,105,448 Epsom Rd,Flemington VIC 3031,Australia,"Flemington Racecourse, Melbourne, Australia",March 1840,,,,,1,,49,448 Epsom Rd Flemington VIC 3031 Australia,"Busters Bar, 448, Epsom Road, Flemington, Melbourne, City of Melbourne, Victoria, 3031, Australia","(-37.7874172, 144.9087629, 0.0)",-37.7874172,144.9087629,0,"Flemington Racecourse, Melbourne, Australia","Flemington Racecourse, Leonard Crescent, Flemington, Melbourne, City of Melbourne, Victoria, 3031, Australia","(-37.78732695, 144.90742357944026, 0.0)",-37.78732695,144.9074236,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
15,15,Epsom Road,Ascot Vale VIC 3032,Australia,"Royal Melbourne Showgrounds, Melbourne, Australia",1882,,"Melbourne Showgrounds, ",,,1,,95,Epsom Road Ascot Vale VIC 3032 Australia,"Epsom Road, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia","(-37.7733937, 144.9078944, 0.0)",-37.7733937,144.9078944,0,"Royal Melbourne Showgrounds, Melbourne, Australia","Royal Melbourne Showgrounds, Flemington, Melbourne, City of Melbourne, Victoria, Australia","(-37.782899549999996, 144.91133030360731, 0.0)",-37.78289955,144.9113303,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
140,140,109 Union St,Brunswick VIC 3056,Australia,"The Union Hotel, Melbourne, Australia",,,,,,1,,17,109 Union St Brunswick VIC 3056 Australia,"Union Hotel Brunswick, 109, Union Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7734411, 144.9531861, 0.0)",-37.7734411,144.9531861,0,"The Union Hotel, Melbourne, Australia","The Union Hotel, Maribyrnong Road, Ascot Vale, Melbourne, City of Moonee Valley, Victoria, 3032, Australia","(-37.7719515, 144.9164886, 0.0)",-37.7719515,144.9164886,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
134,134,,,,"The Clocktower Centre, Melbourne, Australia",,,,,,,,10,"The Clocktower Centre, Melbourne, Australia","The Clocktower Centre, 750, Mount Alexander Road, Moonee Ponds, Melbourne, City of Moonee Valley, Victoria, 3039, Australia","(-37.7656716, 144.9248037207342, 0.0)",-37.7656716,144.9248037,0,"The Clocktower Centre, Melbourne, Australia","The Clocktower Centre, 750, Mount Alexander Road, Moonee Ponds, Melbourne, City of Moonee Valley, Victoria, 3039, Australia","(-37.7656716, 144.9248037207342, 0.0)",-37.7656716,144.9248037,0,Same match for venue and address.,,,
295,295,,,,"Cross Keys Hotel, Melbourne, Australia",,,Crosskeys Hotel,,,,,11,"Cross Keys Hotel, Melbourne, Australia","Cross Keys Hotel, Bridge Street, Essendon, Melbourne, City of Moonee Valley, Victoria, 3040, Australia","(-37.7442391, 144.9282811688889, 0.0)",-37.7442391,144.9282812,0,"Cross Keys Hotel, Melbourne, Australia","Cross Keys Hotel, Bridge Street, Essendon, Melbourne, City of Moonee Valley, Victoria, 3040, Australia","(-37.7442391, 144.9282811688889, 0.0)",-37.7442391,144.9282812,0,Same match for venue and address.,,,North
148,148,1 McPherson Street,Moonee Ponds VIC 3039,Australia,"Moonee Valley Racecourse, Melbourne, Australia",1883,,Moonee Valley Racing Club,,,1,,14,1 McPherson Street Moonee Ponds VIC 3039 Australia,"McPherson Street, Moonee Ponds, Melbourne, City of Moonee Valley, Victoria, 3039, Australia","(-37.7667472, 144.9272935, 0.0)",-37.7667472,144.9272935,0,"Moonee Valley Racecourse, Melbourne, Australia","Moonee Valley Racecourse, Thomas Street, Moonee Ponds, Melbourne, City of Moonee Valley, Victoria, 3039, Australia","(-37.7661244, 144.93233146423776, 0.0)",-37.7661244,144.9323315,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
232,232,,,,"Manchester Lane, Melbourne, Australia",,,,,,,,28,"Manchester Lane, Melbourne, Australia","Manchester Lane, Parkville, Melbourne, City of Melbourne, Victoria, 3055, Australia","(-37.7772056, 144.9384047, 0.0)",-37.7772056,144.9384047,0,"Manchester Lane, Melbourne, Australia","Manchester Lane, Parkville, Melbourne, City of Melbourne, Victoria, 3055, Australia","(-37.7772056, 144.9384047, 0.0)",-37.7772056,144.9384047,0,Same match for venue and address.,,,North
99,99,,,,"Estonian House, Melbourne, Australia",,,,,,,,12,"Estonian House, Melbourne, Australia","Estonian House, Melville Road, Brunswick West, Melbourne, City of Merri-bek, Victoria, 3055, Australia","(-37.76505375, 144.94338074299412, 0.0)",-37.76505375,144.9433807,0,"Estonian House, Melbourne, Australia","Estonian House, Melville Road, Brunswick West, Melbourne, City of Merri-bek, Victoria, 3055, Australia","(-37.76505375, 144.94338074299412, 0.0)",-37.76505375,144.9433807,0,Same match for venue and address.,,,North
187,187,74-76 Johnston Street,Fitzroy VIC 3065,Australia,"Next, Melbourne, Australia",,,,,,2,TRUE,28,74-76 Johnston Street Fitzroy VIC 3065 Australia,"The Old Bar, 74-76, Johnston Street, Fitzroy, Melbourne, City of Yarra, Victoria, 3065, Australia","(-37.79833, 144.97711, 0.0)",-37.79833,144.97711,0,"Next, Melbourne, Australia","Next, Victoria Street, Brunswick West, Melbourne, City of Merri-bek, Victoria, 3055, Australia","(-37.7646766, 144.9441144, 0.0)",-37.7646766,144.9441144,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
3,3,300 Dudley St,West Melbourne VIC 3003,Australia,"Festival Hall, Melbourne, Australia",1-May-59,West Melbourne Stadium (1915-1959)###Festival Hall (1959-),,,,1,,875,300 Dudley St West Melbourne VIC 3003 Australia,"Dudley Street, West Melbourne, Melbourne, City of Melbourne, Victoria, 3003, Australia","(-37.811003, 144.9478727, 0.0)",-37.811003,144.9478727,0,"Festival Hall, Melbourne, Australia","Festival Hall, 300, Dudley Street, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","(-37.8109812, 144.94646387053552, 0.0)",-37.8109812,144.9464639,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
157,157,740 Bourke Street,Docklands VIC 3008,Australia,"Etihad Stadium, Melbourne, Australia",,Colonial Stadium (2000-2002)###Telstra Dome (2002-2009)###Etihad Stadium (2009-2018) ###Marvel Stadium (2018-),Docklands Stadium,,March 2009 - September 2018,3,FALSE,45,740 Bourke Street Docklands VIC 3008 Australia,"Bourke Street, Victoria Harbour, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","(-37.820631, 144.941386, 0.0)",-37.820631,144.941386,0,"Etihad Stadium, Melbourne, Australia","Marvel Stadium, Wurundjeri Way, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","(-37.816529, 144.94751697668812, 0.0)",-37.816529,144.947517,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
80,80,33 Errol Street,North Melbourne VIC 3051,Australia,"Town Hall Hotel, Melbourne, Australia",1872,,Townhall Hotel,,,1,,36,33 Errol Street North Melbourne VIC 3051 Australia,"Town Hall Hotel, 33, Errol Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia","(-37.80420025, 144.949015252071, 0.0)",-37.80420025,144.9490153,0,"Town Hall Hotel, Melbourne, Australia","Town Hall Hotel, 33, Errol Street, North Melbourne, Melbourne, City of Melbourne, Victoria, 3051, Australia","(-37.80420025, 144.949015252071, 0.0)",-37.80420025,144.9490153,0,Same match for venue and address.,,,North
212,212,717 Flinders St,Docklands VIC 3008,Australia,"Mission to Seafarers, Melbourne, Australia",,,,,,1,,21,717 Flinders St Docklands VIC 3008 Australia,"Flinders Street, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","(-37.8218082, 144.9518861, 0.0)",-37.8218082,144.9518861,0,"Mission to Seafarers, Melbourne, Australia","Mission to Seafarers, Wurundjeri Way, Yarra’s Edge, Docklands, Melbourne, City of Melbourne, Victoria, 3008, Australia","(-37.82252015, 144.95124903767876, 0.0)",-37.82252015,144.951249,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
108,108,,,,"Royal Melbourne Zoo, Melbourne, Australia",,,,,,,,229,"Royal Melbourne Zoo, Melbourne, Australia","Royal Melbourne Zoo/Poplar Road, Poplar Road, Parkville, Melbourne, City of Melbourne, Victoria, 3052, Australia","(-37.7835112, 144.9550013, 0.0)",-37.7835112,144.9550013,0,"Royal Melbourne Zoo, Melbourne, Australia","Royal Melbourne Zoo/Poplar Road, Poplar Road, Parkville, Melbourne, City of Melbourne, Victoria, 3052, Australia","(-37.7835112, 144.9550013, 0.0)",-37.7835112,144.9550013,0,Same match for venue and address.,,,North
130,130,629 Bourke St,Melbourne VIC 3000,Australia,"Royal Melbourne Hotel, Melbourne, Australia",,,RMH The Venue,,,1,,29,629 Bourke St Melbourne VIC 3000 Australia,"Royal Melbourne Hotel, 629, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8167994, 144.9552063, 0.0)",-37.8167994,144.9552063,0,"Royal Melbourne Hotel, Melbourne, Australia","Royal Melbourne Hotel, 629, Bourke Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8167994, 144.9552063, 0.0)",-37.8167994,144.9552063,0,Same match for venue and address.,,,
107,107,,,,"Brown Alley, Melbourne, Australia",,,Click Click,,,,,31,"Brown Alley, Melbourne, Australia","Brown Alley, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8148148, 144.955455, 0.0)",-37.8148148,144.955455,0,"Brown Alley, Melbourne, Australia","Brown Alley, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8148148, 144.955455, 0.0)",-37.8148148,144.955455,0,Same match for venue and address.,,,
240,240,,,,"The Green Room, Melbourne, Australia",,,,,,,,38,"The Green Room, Melbourne, Australia","the green room, 91, Dundas Place, Albert Park, Melbourne, City of Port Phillip, Victoria, 3206, Australia","(-37.84125625, 144.95548174422714, 0.0)",-37.84125625,144.9554817,0,"The Green Room, Melbourne, Australia","the green room, 91, Dundas Place, Albert Park, Melbourne, City of Port Phillip, Victoria, 3206, Australia","(-37.84125625, 144.95548174422714, 0.0)",-37.84125625,144.9554817,0,Same match for venue and address.,,,South
132,132,,,,"Geddes Lane, Melbourne, Australia",,,,,,,,10,"Geddes Lane, Melbourne, Australia","Geddes Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.819203, 144.9575115, 0.0)",-37.819203,144.9575115,0,"Geddes Lane, Melbourne, Australia","Geddes Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.819203, 144.9575115, 0.0)",-37.819203,144.9575115,0,Same match for venue and address.,,,
116,116,,,,"RMIT University (Brunswick Campus), Melbourne, Australia",,,Royal Melbourne Institute of Technology,,,,,16,"RMIT University (Brunswick Campus), Melbourne, Australia","RMIT University (Brunswick Campus), Goodman Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7722196, 144.9578652075761, 0.0)",-37.7722196,144.9578652,0,"RMIT University (Brunswick Campus), Melbourne, Australia","RMIT University (Brunswick Campus), Goodman Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7722196, 144.9578652075761, 0.0)",-37.7722196,144.9578652,0,Same match for venue and address.,,,North
162,162,"Level 3, Crown Melbourne, 8 Whiteman Street",Southbank VIC 3006,Australia,"Crown Casino, Melbourne, Australia",,,Crown Casino,,,2,TRUE,37,"Level 3, Crown Melbourne, 8 Whiteman Street Southbank VIC 3006 Australia",,,,,,"Crown Casino, Melbourne, Australia","Crown Entertainment Complex, 8, Whiteman Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.82333165, 144.95828578718215, 0.0)",-37.82333165,144.9582858,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
100,100,,,,"The Jazzlab, Melbourne, Australia",,,,,,,,20,"The Jazzlab, Melbourne, Australia","The Jazzlab, Leslie Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.766894, 144.9586629, 0.0)",-37.766894,144.9586629,0,"The Jazzlab, Melbourne, Australia","The Jazzlab, Leslie Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.766894, 144.9586629, 0.0)",-37.766894,144.9586629,0,Same match for venue and address.,,,North
52,52,7-11 Dawson St,Brunswick VIC 3056,Australia,"Howler, Melbourne, Australia",,,,,,1,,243,7-11 Dawson St Brunswick VIC 3056 Australia,"Howler, 7-11, Dawson Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7720304, 144.9596527, 0.0)",-37.7720304,144.9596527,0,"Howler, Melbourne, Australia","Howler, 7-11, Dawson Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7720304, 144.9596527, 0.0)",-37.7720304,144.9596527,0,Same match for venue and address.,,,North
168,168,,,,"Horse Bazaar, Melbourne, Australia",,,,,,,,10,"Horse Bazaar, Melbourne, Australia","Horse Bazaar, 397, Little Lonsdale Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8118452, 144.9601792, 0.0)",-37.8118452,144.9601792,0,"Horse Bazaar, Melbourne, Australia","Horse Bazaar, 397, Little Lonsdale Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8118452, 144.9601792, 0.0)",-37.8118452,144.9601792,0,Same match for venue and address.,,,
200,200,163A Sydney Rd,Brunswick VIC 3056,Australia,"Cornish Arms, Melbourne, Australia",,,,,,1,,66,163A Sydney Rd Brunswick VIC 3056 Australia,"Cornish Arms Hotel, 163A, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7734011, 144.960771499187, 0.0)",-37.7734011,144.9607715,0,"Cornish Arms, Melbourne, Australia","Cornish Arms Hotel, 163A, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7734011, 144.960771499187, 0.0)",-37.7734011,144.9607715,0,Same match for venue and address.,,,North
158,158,280 Sydney Rd,Brunswick VIC 3056,Australia,"Brunswick Hotel, Melbourne, Australia",,,,,,2,TRUE,22,280 Sydney Rd Brunswick VIC 3056 Australia,"Retreat Hotel, 280, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.7711458, 144.961617, 0.0)",-37.7711458,144.961617,0,"Brunswick Hotel, Melbourne, Australia","The Brunswick Hotel, Weston Street, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.77461065, 144.96123434259172, 0.0)",-37.77461065,144.9612343,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
103,103,314 Sydney Road,Brunswick VIC 3056,Australia,"The Spotted Mallard, Melbourne, Australia",,,,2020,,1,,77,314 Sydney Road Brunswick VIC 3056 Australia,"The Spotted Mallard, 314, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.770456, 144.9617895, 0.0)",-37.770456,144.9617895,0,"The Spotted Mallard, Melbourne, Australia","The Spotted Mallard, 314, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.770456, 144.9617895, 0.0)",-37.770456,144.9617895,0,Same match for venue and address.,,,North
68,68,,,,"Albert Park, Melbourne, Australia",,,,,,,,27,"Albert Park, Melbourne, Australia","Albert Park District, Melbourne, City of Port Phillip, Victoria, Australia","(-37.8477725, 144.9620086605321, 0.0)",-37.8477725,144.9620087,0,"Albert Park, Melbourne, Australia","Albert Park District, Melbourne, City of Port Phillip, Victoria, Australia","(-37.8477725, 144.9620086605321, 0.0)",-37.8477725,144.9620087,0,Same match for venue and address.,,,South
205,205,681 Sydney Rd,Brunswick VIC 3056,Australia,"Edinburgh Castle, Melbourne, Australia",,,Edinburgh Castle Hotel,,,1,,17,681 Sydney Rd Brunswick VIC 3056 Australia,"The Edinburgh Castle, 681, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.760949499999995, 144.9629808761494, 0.0)",-37.7609495,144.9629809,0,"Edinburgh Castle, Melbourne, Australia","The Edinburgh Castle, 681, Sydney Road, Brunswick, Melbourne, City of Merri-bek, Victoria, 3056, Australia","(-37.760949499999995, 144.9629808761494, 0.0)",-37.7609495,144.9629809,0,Same match for venue and address.,,,North
113,113,,,,"Arrow on Swanston, Melbourne, Australia",,,,,,,,39,"Arrow on Swanston, Melbourne, Australia","Arrow on Swanston, 488, Swanston Street, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3010, Australia","(-37.8055511, 144.9633148, 0.0)",-37.8055511,144.9633148,0,"Arrow on Swanston, Melbourne, Australia","Arrow on Swanston, 488, Swanston Street, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3010, Australia","(-37.8055511, 144.9633148, 0.0)",-37.8055511,144.9633148,0,Same match for venue and address.,,,North
125,125,231 Sydney Rd,Coburg VIC 3058,Australia,"Post Office Hotel, Melbourne, Australia",,,,,,1,,19,231 Sydney Rd Coburg VIC 3058 Australia,"Sydney Road, Coburg, Melbourne, City of Merri-bek, Victoria, 3058, Australia","(-37.7356467, 144.9660578, 0.0)",-37.7356467,144.9660578,0,"Post Office Hotel, Melbourne, Australia","Post Office Hotel, Reynard Street, Coburg, Melbourne, City of Merri-bek, Victoria, 3058, Australia","(-37.7487664, 144.9649421, 0.0)",-37.7487664,144.9649421,0,Address match and venue match found but they conflict. Choose the most accurate.,,,North
268,268,,,,"Hilton Hotel, Melbourne, Australia",,,,,,,,30,"Hilton Hotel, Melbourne, Australia","DoubleTree by Hilton Hotel Melbourne - Flinders Street, 270, Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8177285, 144.9653561, 0.0)",-37.8177285,144.9653561,0,"Hilton Hotel, Melbourne, Australia","DoubleTree by Hilton Hotel Melbourne - Flinders Street, 270, Flinders Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8177285, 144.9653561, 0.0)",-37.8177285,144.9653561,0,Same match for venue and address.,,,
19,19,29 Lygon Street,Carlton VIC 3053,Australia,"John Curtin Hotel, Melbourne, Australia",,,The Curtin,,,2,FALSE,152,29 Lygon Street Carlton VIC 3053 Australia,"John Curtin Hotel, 29, Lygon Street, Little Italy, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia","(-37.8062123, 144.9657806, 0.0)",-37.8062123,144.9657806,0,"John Curtin Hotel, Melbourne, Australia","John Curtin Hotel, 29, Lygon Street, Little Italy, Melbourne Innovation District, Carlton, Melbourne, City of Melbourne, Victoria, 3053, Australia","(-37.8062123, 144.9657806, 0.0)",-37.8062123,144.9657806,0,Same match for venue and address.,,,North
65,65,120 Southbank Blvd,Southbank VIC 3006,Australia,"ABC Southbank Centre, Melbourne, Australia",1994,,ABC South Bank,,,1,,14,120 Southbank Blvd Southbank VIC 3006 Australia,"Iwaki Auditorium, 120, Southbank Boulevard, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.8237944, 144.9664137, 0.0)",-37.8237944,144.9664137,0,"ABC Southbank Centre, Melbourne, Australia","ABC Southbank Centre, 120, Southbank Boulevard, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.82398795, 144.966513502037, 0.0)",-37.82398795,144.9665135,0,Address match and venue match found but they conflict. Choose the most accurate.,,,
89,89,,,,"Laundry Bar, Melbourne, Australia",,,,,,,,24,"Laundry Bar, Melbourne, Australia","Sturt Street Laundry, Miles Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.8279808, 144.9667445, 0.0)",-37.8279808,144.9667445,0,"Laundry Bar, Melbourne, Australia","Sturt Street Laundry, Miles Street, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.8279808, 144.9667445, 0.0)",-37.8279808,144.9667445,0,Same match for venue and address.,,,
201,201,8 Gordon St,Elsternwick VIC 3185,Australia,"ABC Studios, Melbourne, Australia",,,,,1958 - 2017,1,,24,8 Gordon St Elsternwick VIC 3185 Australia,"ABC Television ABV-2, 8, Gordon Street, Elsternwick, Melbourne, City of Glen Eira, Victoria, 3185, Australia","(-37.881328249999996, 144.99907405496603, 0.0)",-37.88132825,144.9990741,0,"ABC Studios, Melbourne, Australia","ABC Radio Melbourne, 120, Southbank Boulevard, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.823852, 144.9667465, 0.0)",-37.823852,144.9667465,0,Address match and venue match found but they conflict. Choose the most accurate.,,,South
154,154,,,,"ABC Radio Melbourne, Melbourne, Australia",13-Oct-24,,FM Radio,,,,,24,"ABC Radio Melbourne, Melbourne, Australia","ABC Radio Melbourne, 120, Southbank Boulevard, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.823852, 144.9667465, 0.0)",-37.823852,144.9667465,0,"ABC Radio Melbourne, Melbourne, Australia","ABC Radio Melbourne, 120, Southbank Boulevard, Southbank, Melbourne, City of Melbourne, Victoria, 3006, Australia","(-37.823852, 144.9667465, 0.0)",-37.823852,144.9667465,0,Same match for venue and address.,,,
93,93,,,,"Melbourne Town Hall, Melbourne, Australia",,,,,,,,166,"Melbourne Town Hall, Melbourne, Australia","Melbourne Town Hall, 120, Swanston Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8149155, 144.96684862935388, 0.0)",-37.8149155,144.9668486,0,"Melbourne Town Hall, Melbourne, Australia","Melbourne Town Hall, 120, Swanston Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8149155, 144.96684862935388, 0.0)",-37.8149155,144.9668486,0,Same match for venue and address.,,,
138,138,,,,"Regent Theatre, Melbourne, Australia",15-Mar-29,Closed for redevelopment from September 1993 to 17 August 1996.,,,,,,74,"Regent Theatre, Melbourne, Australia","Regent Theatre, 191, Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.815497, 144.967598, 0.0)",-37.815497,144.967598,0,"Regent Theatre, Melbourne, Australia","Regent Theatre, 191, Collins Street, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.815497, 144.967598, 0.0)",-37.815497,144.967598,0,Same match for venue and address.,,,
146,146,,,,"Bennetts Lane Jazz Club, Melbourne, Australia",,,,,,,,72,"Bennetts Lane Jazz Club, Melbourne, Australia","Bennetts Lane Jazz Club, Bennetts Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8089838, 144.9676407, 0.0)",-37.8089838,144.9676407,0,"Bennetts Lane Jazz Club, Melbourne, Australia","Bennetts Lane Jazz Club, Bennetts Lane, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8089838, 144.9676407, 0.0)",-37.8089838,144.9676407,0,Same match for venue and address.,,,
5,5,170 Russell St,Melbourne VIC 3000,Australia,"170 Russell, Melbourne, Australia",2014,Formerly named Billboard The Venue,,,,1,,429,170 Russell St Melbourne VIC 3000 Australia,"The Billboard, 170, Russell Street, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8120109, 144.9679369, 0.0)",-37.8120109,144.9679369,0,"170 Russell, Melbourne, Australia","The Billboard, 170, Russell Street, Chinatown, Melbourne, City of Melbourne, Victoria, 3000, Australia","(-37.8120109, 144.9679369, 0.0)",-37.8120109,144.9679369,0,Same match for venue and address.,,,
